date,AAPL,AMZN,FB,GOOG,NFLX
2016-12-19,112.1809,766.0,119.24,794.2,125.45
2016-12-20,112.4791,771.22,119.09,796.42,125.12
2016-12-21,112.5849,770.6,119.04,794.56,126.5
2016-12-22,111.8443,766.34,117.4,791.26,125.58
2016-12-23,112.0655,760.59,117.27,789.91,125.59
2016-12-27,112.7772,771.4,118.01,791.55,128.35
2016-12-28,112.2963,772.13,116.92,785.05,125.89
2016-12-29,112.2675,765.15,116.35,782.79,125.33
2016-12-30,111.3923,749.87,115.05,771.82,123.8
2017-01-03,111.7097,753.67,116.86,786.14,127.49
2017-01-04,111.5846,757.18,118.69,786.9,129.41
2017-01-05,112.1521,780.45,120.67,794.02,131.81
2017-01-06,113.4024,795.99,123.41,806.15,131.07
2017-01-09,114.4411,796.92,124.9,806.65,130.95
2017-01-10,114.5565,795.9,124.35,804.79,129.89
2017-01-11,115.172,799.02,126.09,807.91,130.5
2017-01-12,114.6911,813.64,126.62,806.36,129.18
2017-01-13,114.4892,817.14,128.34,807.88,133.7
2017-01-17,115.4125,809.72,127.87,804.61,132.89
2017-01-18,115.4029,807.48,127.92,806.07,133.26
2017-01-19,115.2009,809.04,127.55,802.175,138.41
2017-01-20,115.4125,808.33,127.04,805.02,138.6
2017-01-23,115.4894,817.88,128.93,819.31,137.39
2017-01-24,115.3836,822.44,129.37,823.87,140.11
2017-01-25,117.2206,836.52,131.48,835.67,139.52
2017-01-26,117.2783,839.15,132.78,832.15,138.96
2017-01-27,117.2879,835.77,132.18,823.31,142.45
2017-01-30,116.9802,830.38,130.98,802.32,141.22
2017-01-31,116.7109,823.48,130.32,796.79,140.71
2017-02-01,123.828,832.35,133.23,795.695,140.78
2017-02-02,123.6164,839.95,130.84,798.53,139.2
2017-02-03,124.1454,810.2,130.98,801.49,140.25
2017-02-06,125.3091,807.64,132.06,801.34,140.97
2017-02-07,126.5017,812.5,131.84,806.97,144.0
2017-02-08,126.9922,819.71,134.2,808.38,144.74
2017-02-09,127.9099,821.36,134.14,809.56,144.14
2017-02-10,127.6201,827.46,134.19,813.67,144.82
2017-02-13,128.7502,836.53,134.05,819.24,143.2
2017-02-14,130.4213,836.39,133.85,820.45,140.82
2017-02-15,130.8946,842.7,133.44,818.98,142.27
2017-02-16,130.7352,844.14,133.84,824.16,142.01
2017-02-17,131.0975,845.07,133.53,828.07,142.22
2017-02-21,132.0441,856.44,133.72,831.66,142.6
2017-02-22,132.4401,855.61,136.12,830.76,143.86
2017-02-23,131.8799,852.19,135.36,831.33,142.78
2017-02-24,132.0054,845.24,135.44,828.64,143.25
2017-02-27,132.2662,848.64,136.41,829.28,143.41
2017-02-28,132.3242,845.04,135.54,823.21,142.13
2017-03-01,135.0288,853.08,137.42,835.24,142.65
2017-03-02,134.2271,848.91,136.76,830.63,139.53
2017-03-03,135.0192,849.88,137.17,829.08,139.14
2017-03-06,134.5942,846.61,137.42,827.78,141.94
2017-03-07,134.768,846.02,137.3,831.91,141.43
2017-03-08,134.2657,850.5,137.72,835.37,140.32
2017-03-09,133.9566,853.0,138.24,838.68,140.53
2017-03-10,134.401,852.46,138.79,843.25,140.89
2017-03-13,134.4589,854.59,139.6,845.54,143.52
2017-03-14,134.2561,852.53,139.32,845.62,143.19
2017-03-15,135.676,852.97,139.72,847.2,145.25
2017-03-16,135.8982,853.42,139.99,848.78,144.39
2017-03-17,135.222,852.31,139.84,852.12,145.11
2017-03-20,136.642,856.97,139.94,848.4,145.83
2017-03-21,135.0771,843.2,138.51,830.46,142.42
2017-03-22,136.6033,848.06,139.59,829.59,142.65
2017-03-23,136.1203,847.38,139.53,817.58,141.84
2017-03-24,135.8499,845.61,140.34,814.43,142.02
2017-03-27,136.0817,846.82,140.32,819.51,144.06
2017-03-28,138.9023,856.0,141.76,820.92,145.17
2017-03-29,139.2114,874.32,142.65,831.41,146.47
2017-03-30,139.0278,876.34,142.41,831.5,148.06
2017-03-31,138.767,886.54,142.05,829.56,147.81
2017-04-03,138.8057,891.51,142.28,838.55,146.92
2017-04-04,139.8392,906.83,141.73,834.57,145.5
2017-04-05,139.1148,909.28,141.85,831.41,143.62
2017-04-06,138.767,898.28,141.17,827.88,143.74
2017-04-07,138.4579,894.88,140.78,824.67,143.11
2017-04-10,138.2937,907.04,141.04,824.73,143.85
2017-04-11,136.8062,902.36,139.92,823.35,144.35
2017-04-12,136.9704,896.23,139.58,824.32,143.83
2017-04-13,136.2459,884.67,139.39,823.56,142.92
2017-04-17,136.9994,901.99,141.42,837.17,147.25
2017-04-18,136.3908,903.78,140.96,836.82,143.36
2017-04-19,135.8885,899.2,142.27,838.21,139.76
2017-04-20,137.5886,902.06,143.8,841.65,141.18
2017-04-21,137.4244,898.53,143.68,843.19,142.87
2017-04-24,138.7477,907.41,145.47,862.76,143.83
2017-04-25,139.6074,907.62,146.49,872.3,152.16
2017-04-26,138.7863,909.29,146.56,871.73,150.17
2017-04-27,138.8926,918.38,147.7,874.25,153.08
2017-04-28,138.7574,924.99,150.25,905.96,152.2
2017-05-01,141.5876,948.23,152.46,912.57,155.35
2017-05-02,142.4859,946.94,152.78,916.44,156.45
2017-05-03,142.0512,941.03,151.8,927.04,155.59
2017-05-04,141.5393,937.53,150.85,931.66,157.25
2017-05-05,143.8865,934.15,150.24,927.13,156.6
2017-05-08,147.7986,949.04,151.06,934.3,156.38
2017-05-09,148.7452,952.82,150.48,932.17,157.46
2017-05-10,148.0401,948.95,150.29,928.78,160.28
2017-05-11,149.3204,947.62,150.04,930.6,158.54
2017-05-12,151.4058,961.35,150.33,932.22,160.81
2017-05-15,151.0178,957.97,150.19,937.08,160.02
2017-05-16,150.7947,966.07,149.78,943.0,159.41
2017-05-17,145.7317,944.76,144.85,919.62,153.2
2017-05-18,147.9528,958.49,147.66,930.24,155.7
2017-05-19,148.4572,959.84,148.06,934.01,157.02
2017-05-22,149.3592,970.67,148.24,941.86,157.16
2017-05-23,149.1749,971.54,148.07,948.82,157.95
2017-05-24,148.7288,980.35,150.04,954.96,157.75
2017-05-25,149.2428,993.38,151.96,969.54,163.05
2017-05-26,148.9906,995.78,152.13,971.47,162.43
2017-05-30,149.0488,996.7,152.38,975.88,163.22
2017-05-31,148.1662,994.62,151.46,964.86,163.07
2017-06-01,148.5736,995.95,151.53,966.95,162.99
2017-06-02,150.7753,1006.73,153.61,975.6,165.18
2017-06-05,149.301,1011.34,153.63,983.68,165.06
2017-06-06,149.8054,1003.0,152.81,976.57,165.17
2017-06-07,150.6977,1010.07,153.12,981.08,165.61
2017-06-08,150.3291,1010.27,154.71,983.41,165.88
2017-06-09,144.4999,978.31,149.6,949.83,158.03
2017-06-12,141.0469,964.91,148.44,942.9,151.44
2017-06-13,142.1817,980.79,150.68,953.4,152.72
2017-06-14,140.7947,976.47,150.25,950.76,152.2
2017-06-15,139.9509,964.17,149.8,942.31,151.76
2017-06-16,137.9917,987.71,150.64,939.78,152.38
2017-06-19,141.9393,995.17,152.87,957.37,153.4
2017-06-20,140.6493,992.59,152.25,950.63,152.05
2017-06-21,141.4834,1002.23,153.91,959.45,155.03
2017-06-22,141.2506,1001.3,153.4,957.09,154.89
2017-06-23,141.8811,1003.74,155.07,965.59,158.02
2017-06-26,141.4349,993.98,153.59,952.27,157.5
2017-06-27,139.4077,976.78,150.58,927.33,151.03
2017-06-28,141.4446,990.33,153.24,940.49,153.41
2017-06-29,139.3593,975.93,151.04,917.79,150.09
2017-06-30,139.689,968.0,150.98,908.73,149.41
2017-07-03,139.1847,953.66,148.43,898.7,146.17
2017-07-05,139.7569,971.4,150.34,911.71,147.61
2017-07-06,138.4378,965.14,148.82,906.69,146.25
2017-07-07,139.8442,978.76,151.44,918.59,150.18
2017-07-10,140.6978,996.47,153.5,928.8,152.67
2017-07-11,141.1536,994.13,155.27,930.09,154.33
2017-07-12,141.3573,1006.51,158.9,943.83,158.75
2017-07-13,143.3263,1000.63,159.26,947.16,158.21
2017-07-14,144.5581,1001.81,159.97,955.99,161.12
2017-07-17,145.0624,1010.04,159.73,953.42,161.7
2017-07-18,145.5668,1024.45,162.86,965.4,183.6
2017-07-19,146.4785,1026.87,164.14,970.89,183.86
2017-07-20,145.819,1028.7,164.53,968.15,183.6
2017-07-21,145.7511,1025.67,164.43,972.92,188.54
2017-07-24,147.5163,1038.95,166.0,980.34,187.91
2017-07-25,148.1468,1039.87,165.28,950.7,186.97
2017-07-26,148.8451,1052.8,165.61,947.8,189.08
2017-07-27,146.0324,1046.0,170.44,934.09,182.68
2017-07-28,145.0042,1020.04,172.45,941.53,184.04
2017-07-31,144.2574,987.78,169.25,930.5,181.66
2017-08-01,153.8209,996.19,169.86,930.83,182.03
2017-08-02,152.4145,995.89,169.3,930.39,180.74
2017-08-03,150.8917,986.92,168.59,923.65,179.23
2017-08-04,151.687,987.58,169.62,927.96,180.27
2017-08-07,154.0343,992.27,171.98,929.36,181.33
2017-08-08,155.2661,989.84,171.23,926.79,178.36
2017-08-09,156.2166,982.01,171.18,922.9,175.78
2017-08-10,151.2409,956.92,167.4,907.24,169.14
2017-08-11,153.3441,967.99,168.08,914.39,171.4
2017-08-14,155.6519,983.3,170.75,922.67,171.0
2017-08-15,157.3559,982.74,171.0,922.22,168.5
2017-08-16,156.723,978.18,170.0,926.96,169.98
2017-08-17,153.7142,960.57,166.91,910.98,166.09
2017-08-18,153.3636,958.47,167.41,910.67,166.54
2017-08-21,153.0812,953.29,167.78,906.66,166.76
2017-08-22,155.5837,966.9,169.64,924.69,169.34
2017-08-23,155.7785,958.0,168.71,927.0,169.06
2017-08-24,155.0871,952.45,167.74,921.28,168.13
2017-08-25,155.6616,945.26,166.32,915.89,165.95
2017-08-28,157.2293,946.02,167.24,913.81,167.12
2017-08-29,158.6315,954.06,168.05,921.29,168.81
2017-08-30,159.06,967.59,169.92,929.57,174.69
2017-08-31,159.6929,980.6,171.97,939.33,174.71
2017-09-01,159.7416,978.25,172.02,937.34,174.74
2017-09-05,157.8233,965.27,170.72,928.45,174.52
2017-09-06,157.6578,967.8,172.09,927.81,179.25
2017-09-07,157.0249,979.47,173.21,935.95,179.0
2017-09-08,154.4639,965.9,170.95,926.5,176.42
2017-09-11,157.2586,977.96,173.51,929.08,181.74
2017-09-12,156.6354,982.58,172.96,932.07,185.15
2017-09-13,155.4571,999.6,173.05,935.09,183.64
2017-09-14,154.1231,992.21,170.96,925.11,182.63
2017-09-15,155.6811,986.79,171.64,920.29,182.35
2017-09-18,154.5029,974.19,170.01,915.0,184.62
2017-09-19,154.5613,969.86,172.52,921.81,185.68
2017-09-20,151.9712,973.21,172.17,931.58,185.51
2017-09-21,149.3616,964.65,171.11,932.45,188.78
2017-09-22,147.9009,955.1,170.54,928.53,187.35
2017-09-25,146.5961,939.79,162.87,920.97,178.55
2017-09-26,149.1181,938.6,164.21,924.86,179.38
2017-09-27,150.1795,950.87,167.68,944.49,181.97
2017-09-28,149.2544,956.4,168.73,949.5,180.7
2017-09-29,150.0724,961.35,170.87,959.11,181.35
2017-10-02,149.7705,959.19,169.47,953.27,177.01
2017-10-03,150.4229,957.1,169.96,957.79,179.19
2017-10-04,149.4492,965.45,168.42,951.68,184.45
2017-10-05,151.309,980.85,171.24,969.96,194.39
2017-10-06,151.2214,989.58,172.23,978.89,198.02
2017-10-09,151.7472,990.99,172.5,977.0,196.87
2017-10-10,151.8056,987.2,171.59,972.6,195.08
2017-10-11,152.4386,995.0,172.74,989.25,194.95
2017-10-12,151.903,1000.93,172.55,987.83,195.86
2017-10-13,152.867,1002.94,173.74,989.68,199.49
2017-10-16,155.6811,1006.34,174.52,992.0,202.68
2017-10-17,156.2556,1009.13,176.11,992.18,199.48
2017-10-18,155.5643,997.0,176.03,992.81,195.54
2017-10-19,151.8835,986.61,174.56,984.45,195.13
2017-10-20,152.1464,982.91,174.98,988.2,194.16
2017-10-23,152.0685,966.3,171.27,968.45,192.47
2017-10-24,152.9741,975.9,171.8,970.54,196.02
2017-10-25,152.3022,972.91,170.6,973.33,193.77
2017-10-26,153.276,972.43,170.63,972.56,195.21
2017-10-27,158.7679,1100.95,177.88,1019.27,199.54
2017-10-30,162.3415,1110.85,179.87,1017.11,198.37
2017-10-31,164.6005,1105.28,180.06,1016.64,196.43
2017-11-01,162.507,1103.68,182.66,1025.5,198.0
2017-11-02,163.695,1094.22,178.92,1025.58,199.32
2017-11-03,167.9697,1111.6,178.92,1032.48,200.01
2017-11-06,169.6737,1120.66,180.17,1025.9,200.13
2017-11-07,170.219,1123.17,180.25,1033.33,195.89
2017-11-08,171.6114,1132.88,179.56,1039.85,196.44
2017-11-09,171.2609,1129.13,179.3,1031.26,193.9
2017-11-10,170.6941,1125.35,178.46,1028.07,192.02
2017-11-13,170.01,1129.17,178.77,1025.75,195.08
2017-11-14,167.4399,1136.84,178.07,1026.0,195.71
2017-11-15,165.2313,1126.69,177.95,1020.91,192.12
2017-11-16,167.2054,1137.29,179.59,1032.5,195.51
2017-11-17,166.277,1129.88,179.0,1019.09,193.2
2017-11-20,166.1109,1126.31,178.74,1018.38,194.1
2017-11-21,169.1989,1139.49,181.86,1034.49,196.23
2017-11-22,170.9775,1156.16,180.87,1035.96,196.32
2017-11-24,170.9873,1186.0,182.78,1040.61,195.75
2017-11-27,170.1273,1195.83,183.03,1054.21,195.05
2017-11-28,169.1305,1193.6,182.42,1047.41,199.18
2017-11-29,165.6222,1161.27,175.13,1021.66,188.15
2017-11-30,167.9383,1176.75,177.18,1021.41,187.58
2017-12-01,167.1565,1162.35,175.1,1010.17,186.82
2017-12-04,165.935,1133.95,171.47,998.68,184.04
2017-12-05,165.7786,1141.57,172.83,1005.15,184.21
2017-12-06,165.1629,1152.35,176.06,1018.38,185.3
2017-12-07,165.4659,1159.79,180.14,1030.93,185.2
2017-12-08,165.5147,1162.0,179.0,1037.05,188.54
2017-12-11,168.7396,1168.92,179.04,1041.1,186.22
2017-12-12,167.7917,1165.08,176.96,1040.48,185.73
2017-12-13,168.3487,1164.13,178.3,1040.61,187.86
2017-12-14,168.2999,1174.26,178.39,1049.15,189.56
2017-12-15,170.01,1179.14,180.18,1064.19,190.12
2017-12-18,172.4043,1190.58,180.82,1077.14,190.42
2017-12-19,170.5671,1187.38,179.51,1070.68,187.02
2017-12-20,170.3814,1177.62,177.89,1064.95,188.82
2017-12-21,171.0264,1174.76,177.45,1063.63,188.62
2017-12-22,171.0264,1168.36,177.2,1060.12,189.94
2017-12-26,166.6874,1176.76,175.99,1056.74,187.76
2017-12-27,166.7167,1182.26,177.62,1049.37,186.24
2017-12-28,167.1858,1186.1,177.92,1048.14,192.71
2017-12-29,165.3779,1169.47,176.46,1046.4,191.96
2018-01-02,168.339,1189.01,181.42,1065.0,201.07
2018-01-03,168.3096,1204.2,184.67,1082.48,205.05
2018-01-04,169.0914,1209.59,184.33,1086.4,205.63
2018-01-05,171.0166,1229.14,186.85,1102.23,209.99
2018-01-08,170.3814,1246.87,188.28,1106.94,212.05
2018-01-09,170.3618,1252.7,187.87,1106.26,209.31
2018-01-10,170.3228,1254.33,187.84,1102.61,212.52
2018-01-11,171.2902,1276.68,187.77,1105.52,217.24
2018-01-12,173.059,1305.2,179.37,1122.26,221.23
2018-01-16,172.1795,1304.86,178.39,1121.76,221.53
2018-01-17,175.0233,1295.0,177.6,1131.98,217.5
2018-01-18,175.1796,1293.32,179.8,1129.79,220.33
2018-01-19,174.3978,1294.58,181.29,1137.51,220.46
2018-01-22,172.9711,1327.31,185.37,1155.81,227.58
2018-01-23,173.0102,1362.54,189.35,1169.97,250.29
2018-01-24,170.2544,1357.51,186.55,1164.24,261.3
2018-01-25,167.2151,1377.95,187.48,1170.37,269.7
2018-01-26,167.606,1402.05,190.0,1175.84,274.6
2018-01-29,164.1368,1417.68,185.98,1175.58,284.59
2018-01-30,163.1694,1437.82,187.12,1163.69,278.8
2018-01-31,163.6189,1450.89,186.89,1169.94,270.3
2018-02-01,163.9609,1390.0,193.09,1167.7,265.07
2018-02-02,156.8467,1429.95,190.28,1111.9,267.43
2018-02-05,152.9279,1390.0,181.26,1055.8,254.26
2018-02-06,159.3191,1442.84,185.31,1080.6,265.72
2018-02-07,155.9085,1416.78,180.18,1048.58,264.56
2018-02-08,151.6184,1350.5,171.58,1001.52,250.1
2018-02-09,153.473,1339.6,176.11,1037.78,249.47
2018-02-12,159.6547,1386.23,176.41,1051.94,257.95
2018-02-13,161.2541,1414.51,173.15,1052.1,258.27
2018-02-14,164.2272,1451.05,179.52,1069.7,266.0
2018-02-15,169.7417,1461.76,179.96,1089.52,280.27
2018-02-16,169.1922,1448.69,177.36,1094.8,278.52
2018-02-20,168.6231,1468.35,176.01,1102.46,278.55
2018-02-21,167.8577,1482.92,177.91,1111.34,281.04
2018-02-22,169.2609,1485.34,178.99,1106.63,278.14
2018-02-23,172.2045,1500.0,183.29,1126.79,285.93
2018-02-26,175.6094,1521.95,184.93,1143.75,294.16
2018-02-27,175.0403,1511.98,181.46,1118.29,290.61
2018-02-28,174.7753,1512.45,178.32,1104.73,291.38
2018-03-01,171.7139,1493.45,175.94,1069.52,290.39
2018-03-02,172.9012,1500.25,176.62,1078.92,301.05
2018-03-05,173.4998,1523.61,180.4,1090.93,315.0
2018-03-06,173.3526,1537.64,179.78,1095.06,325.22
2018-03-07,171.7434,1545.0,183.71,1109.64,321.16
2018-03-08,173.6175,1551.86,182.34,1126.0,317.0
2018-03-09,176.6004,1578.89,185.23,1160.04,331.44
2018-03-12,178.3077,1598.39,184.76,1164.5,321.3
2018-03-13,176.5906,1588.18,181.88,1138.17,315.88
2018-03-14,175.0893,1591.0,184.19,1149.49,321.55
2018-03-15,175.2954,1582.32,183.86,1149.58,321.09
2018-03-16,174.6772,1571.68,185.09,1135.73,318.45
2018-03-19,172.0083,1544.93,172.56,1099.82,313.48
2018-03-20,171.9494,1586.51,168.15,1097.71,317.5
2018-03-21,168.054,1581.86,169.39,1090.88,316.48
2018-03-22,165.6794,1544.92,164.89,1049.08,306.7
2018-03-23,161.8428,1495.56,159.39,1021.57,300.94
2018-03-26,169.5258,1555.86,160.06,1053.21,320.35
2018-03-27,165.179,1497.05,152.22,1005.1,300.69
2018-03-28,163.3539,1431.42,153.03,1004.56,285.77
2018-03-29,164.6295,1447.34,159.79,1031.79,295.35
2018-04-02,163.5502,1371.99,155.39,1006.47,280.29
2018-04-03,165.228,1392.05,156.11,1013.41,283.67
2018-04-04,168.3876,1410.57,155.1,1025.14,288.94
2018-04-05,169.5552,1451.75,159.34,1027.81,293.97
2018-04-06,165.2182,1405.23,157.2,1007.04,288.85
2018-04-09,166.8569,1406.08,157.93,1015.45,289.93
2018-04-10,169.9968,1436.22,165.04,1031.64,298.07
2018-04-11,169.202,1427.05,166.32,1019.97,303.67
2018-04-12,170.8701,1448.5,163.87,1032.51,309.25
2018-04-13,171.449,1430.79,164.52,1029.27,311.65
2018-04-16,172.5185,1441.5,164.83,1037.98,307.78
2018-04-17,174.8931,1503.83,168.66,1074.16,336.06
2018-04-18,174.5006,1527.84,166.36,1072.08,334.52
2018-04-19,169.5552,1556.91,168.1,1087.7,332.7
2018-04-20,162.6082,1527.49,166.28,1072.96,327.77
2018-04-23,162.1372,1517.86,165.84,1067.45,318.69
2018-04-24,159.8804,1460.09,159.69,1019.98,307.02
2018-04-25,160.5771,1460.17,159.69,1021.18,305.76
2018-04-26,161.1363,1517.96,174.16,1040.04,313.98
2018-04-27,159.272,1572.62,173.59,1030.05,311.76
2018-04-30,162.1568,1566.13,172.0,1017.33,312.46
2018-05-01,165.9247,1582.26,173.86,1037.31,313.3
2018-05-02,173.2544,1569.68,176.07,1024.38,313.36
2018-05-03,173.5684,1572.08,174.02,1023.72,311.69
2018-05-04,180.3781,1580.95,176.61,1048.21,320.09
2018-05-07,181.6831,1600.14,177.97,1054.79,326.26
2018-05-08,182.5564,1592.39,178.92,1053.91,326.89
2018-05-09,183.8418,1608.0,182.66,1082.76,330.3
2018-05-10,186.4715,1609.08,185.53,1097.57,329.6
2018-05-11,185.7623,1602.91,186.99,1098.26,326.46
2018-05-14,185.3288,1601.54,186.64,1100.2,328.53
2018-05-15,183.6445,1576.12,184.32,1079.23,326.13
2018-05-16,185.3584,1587.28,183.2,1081.77,328.19
2018-05-17,184.1862,1581.76,183.76,1078.59,325.22
2018-05-18,183.5164,1574.37,182.68,1066.36,324.18
2018-05-21,184.8166,1585.46,184.49,1079.58,331.82
2018-05-22,184.3537,1581.4,183.8,1069.73,331.62
2018-05-23,185.5357,1601.86,186.9,1079.69,344.72
2018-05-24,185.3288,1603.07,185.93,1079.24,349.29
2018-05-25,185.7524,1610.15,184.92,1075.66,351.29
2018-05-29,185.0826,1612.87,185.74,1060.32,349.73
2018-05-30,184.6886,1624.89,187.67,1067.8,353.54
2018-05-31,184.068,1629.62,191.78,1084.99,351.6
2018-06-01,187.3875,1641.54,193.99,1119.5,359.93
2018-06-04,188.9537,1665.27,193.28,1139.29,361.81
2018-06-05,190.4115,1696.35,192.94,1139.66,365.8
2018-06-06,191.0714,1695.75,191.34,1136.88,367.45
2018-06-07,190.5592,1689.3,188.18,1123.86,361.4
2018-06-08,188.8256,1683.99,189.1,1120.87,360.57
2018-06-11,188.3627,1689.12,191.54,1129.99,361.45
2018-06-12,189.3969,1698.75,192.4,1139.32,363.83
2018-06-13,187.8406,1704.86,192.41,1134.79,379.93
2018-06-14,187.9391,1723.86,196.81,1152.12,392.87
2018-06-15,186.0085,1715.97,195.85,1152.26,391.98
2018-06-18,185.91,1723.79,198.31,1173.46,390.4
2018-06-19,182.9057,1734.78,197.49,1168.06,404.98
2018-06-20,183.7036,1750.08,202.0,1169.84,416.76
2018-06-21,182.6792,1730.22,201.5,1157.66,415.44
2018-06-22,182.1473,1715.67,201.74,1155.48,411.09
2018-06-25,179.4385,1663.15,196.35,1124.81,384.48
2018-06-26,181.6646,1691.09,199.0,1118.46,399.39
2018-06-27,181.3987,1660.51,195.84,1103.98,390.39
2018-06-28,182.7186,1701.45,196.23,1114.22,395.42
2018-06-29,182.3344,1699.8,194.32,1115.65,391.43
2018-07-02,184.3734,1713.78,197.36,1127.46,398.18
2018-07-03,181.1623,1693.96,192.73,1102.89,390.52
2018-07-05,182.6201,1699.73,198.45,1124.27,398.39
2018-07-06,185.1515,1710.63,203.23,1140.17,408.25
2018-07-09,187.7224,1739.02,204.74,1154.05,418.97
2018-07-10,187.4959,1743.07,203.54,1152.84,415.63
2018-07-11,185.0629,1755.0,202.54,1153.9,418.65
2018-07-12,188.1657,1796.62,206.92,1183.48,413.5
2018-07-13,188.4612,1813.03,207.32,1188.82,395.8
2018-07-16,188.0475,1822.49,207.23,1183.86,400.48
2018-07-17,188.5794,1843.93,209.99,1198.8,379.48
2018-07-18,187.5451,1842.92,209.36,1195.88,375.13
2018-07-19,189.0029,1812.97,208.09,1186.96,364.23
2018-07-20,188.5695,1813.7,209.94,1184.91,361.05
2018-07-23,188.737,1802.0,210.91,1205.5,362.66
2018-07-24,190.1061,1829.24,214.67,1248.08,357.32
2018-07-25,191.8988,1863.61,217.5,1263.7,362.87
2018-07-26,191.298,1808.0,176.26,1268.33,363.09
2018-07-27,188.1164,1817.27,174.89,1238.5,355.21
2018-07-30,187.0625,1779.22,171.06,1219.74,334.96
2018-07-31,187.4368,1777.44,172.58,1217.26,337.45
2018-08-01,198.4787,1797.17,171.65,1220.01,338.38
2018-08-02,204.2804,1834.33,176.37,1226.15,344.5
2018-08-03,204.8714,1823.29,177.78,1223.71,343.09
2018-08-06,205.9352,1847.75,185.69,1224.77,350.92
2018-08-07,204.0046,1862.48,183.81,1242.22,351.83
2018-08-08,204.1425,1886.52,185.18,1245.61,347.61
2018-08-09,205.748,1898.52,183.09,1249.1,349.36
2018-08-10,205.1352,1886.3,180.26,1237.61,345.87
2018-08-13,206.4597,1896.2,180.05,1235.01,341.31
2018-08-14,207.3296,1919.65,181.11,1242.1,337.49
2018-08-15,207.8139,1882.62,179.53,1214.38,326.4
2018-08-16,210.8584,1886.52,174.7,1206.49,322.44
2018-08-17,215.0692,1882.22,173.8,1200.96,316.78
2018-08-20,212.9737,1876.71,172.5,1207.77,327.73
2018-08-21,212.5585,1883.42,172.62,1201.62,338.02
2018-08-22,212.5684,1904.9,173.64,1207.33,344.44
2018-08-23,213.0034,1902.9,172.9,1205.38,339.17
2018-08-24,213.6656,1905.39,174.645,1220.65,358.82
2018-08-27,215.4251,1927.68,177.46,1241.82,364.58
2018-08-28,217.1648,1932.82,176.26,1231.15,368.49
2018-08-29,220.4069,1998.1,175.9,1249.3,368.04
2018-08-30,222.4333,2002.38,177.64,1239.12,370.98
2018-08-31,225.0033,2012.71,175.73,1218.19,367.68
2018-09-04,225.7248,2039.51,171.16,1197.0,363.6
2018-09-05,224.252,1994.82,167.18,1186.48,341.18
2018-09-06,220.5255,1958.31,162.53,1171.44,346.46
2018-09-07,218.7463,1952.07,163.04,1164.83,348.68
2018-09-10,215.8106,1939.01,164.18,1164.64,348.41
2018-09-11,221.2669,1987.15,165.94,1177.36,355.93
2018-09-12,218.519,1990.0,162.0,1162.82,369.95
2018-09-13,223.7973,1989.87,161.36,1175.33,368.15
2018-09-14,221.257,1970.19,162.32,1172.53,364.56
2018-09-17,215.3658,1908.03,160.58,1156.05,350.35
2018-09-18,215.7216,1941.05,160.3,1161.22,367.65
2018-09-19,215.8501,1926.42,163.06,1171.09,366.96
2018-09-20,217.491,1944.3,166.02,1186.87,365.36
2018-09-21,215.1483,1915.01,162.93,1166.09,361.19
2018-09-24,218.2422,1934.36,165.41,1173.37,369.61
2018-09-25,219.626,1974.55,164.91,1184.65,369.43
2018-09-26,217.8765,1974.85,166.95,1180.49,377.88
2018-09-27,222.3542,2012.98,168.84,1194.64,380.71
2018-09-28,223.1351,2003.0,164.46,1193.47,374.13
2018-10-01,224.6375,2004.36,162.44,1195.31,381.43
2018-10-02,226.6342,1971.31,159.33,1200.11,377.14
2018-10-03,229.392,1952.76,162.43,1202.95,377.05
2018-10-04,225.3591,1909.42,158.85,1168.19,363.65
2018-10-05,221.7018,1889.65,157.33,1157.35,351.35
2018-10-08,221.1878,1864.42,157.25,1148.97,349.1
2018-10-09,224.252,1870.32,157.9,1138.82,355.71
2018-10-10,213.8633,1755.25,151.38,1081.22,325.89
2018-10-11,211.9754,1719.36,153.35,1079.32,321.1
2018-10-12,219.547,1788.61,153.74,1110.08,339.56
2018-10-15,214.8518,1760.95,153.52,1092.25,333.13
2018-10-16,219.5865,1819.96,158.78,1121.28,346.4
2018-10-17,218.6376,1831.73,159.42,1115.69,364.7
2018-10-18,213.5272,1770.72,154.92,1087.97,346.71
2018-10-19,216.7793,1764.03,154.05,1096.46,332.67
2018-10-22,218.1038,1789.3,154.78,1101.16,329.54
2018-10-23,220.1598,1768.7,154.39,1103.69,333.16
2018-10-24,212.608,1664.2,146.04,1050.71,301.83
2018-10-25,217.2636,1782.17,150.95,1095.57,312.87
2018-10-26,213.804,1642.81,145.37,1071.47,299.83
2018-10-29,209.7909,1538.88,142.09,1020.08,284.84
2018-10-30,210.8386,1530.42,146.22,1036.21,285.81
2018-10-31,216.3345,1598.01,151.79,1076.77,301.78
2018-11-01,219.6557,1665.53,151.75,1070.0,317.38
2018-11-02,205.0858,1665.53,150.35,1057.79,309.1
2018-11-05,199.2638,1627.8,148.68,1040.09,315.44
2018-11-06,201.4186,1642.81,149.94,1055.81,310.84
2018-11-07,207.5273,1755.49,151.53,1093.39,327.5
2018-11-08,206.8032,1754.91,147.87,1082.4,317.92
2018-11-09,202.8157,1712.43,144.96,1066.15,303.47
2018-11-12,192.599,1636.85,141.55,1038.63,294.07
2018-11-13,190.6747,1631.17,142.16,1036.05,294.4
2018-11-14,185.2887,1599.01,144.22,1043.66,286.73
